view_id,show_id,views_millions,watch_hours_millions,region,device_type,completion_rate
V17053,eff3f009-2,10.1,512.11,North America,Laptop,97.07
V17054,9e3892d8-4,15.07,448.71,South America,Laptop,59.41
V17055,59b9ae2f-0,104.62,400.99,South America,Mobile,90.41
V17056,c669d6dc-5,175.57,158.8,South America,Laptop,89.99
V17057,ff51a3ea-c,139.61,549.44,North America,TV,51.81
V17058,5f107c1a-4,62.47,415.2,Asia,Tablet,99.06
V17059,409b0f06-4,31.86,549.03,Europe,Laptop,26.26
V17060,2cfe4cc3-3,122.06,85.28,Europe,Mobile,37.87
V17061,cf6b5292-b,107.88,281.72,South America,Tablet,88.66
V17062,b4583b4e-8,133.5,348.82,South America,mobile,30.38
V17063,4eab4ed2-d,133.03,22.86,Asia,Tablet,77.79
V17064,3a716807-6,75.15,590.71,Asia,Laptop,25.94
V17065,1d670798-f,155.42,14.92,Asia,TV,42.54
V17066,29f32958-6,121.21,332.88,North America,TV,96.17
V17067,68e4685a-9,121.19,277.11,North America,TV,92.79
V17068,6b2861bf-a,133.74,32.9,South America,Mobile,83.48
V17069,d0f90899-9,40.3,557.82,Europe,Tablet,69.69
V17070,d04a7d3c-9,78.6,472.58,South America,Tablet,59.57
V17071,3d1a6f50-f,63.11,348.45,Asia,TV,43.45
V17072,85e4261e-c,87.89,279.01,Asia,Tablet,32.62
V17073,1710e45c-8,92.27,200.84,North America,Laptop,50.69
V17074,c3ea622d-d,91.09,282.77,Asia,Laptop,24.95
V17075,8a4616c0-9,40.03,375.23,North America,Laptop,22.67
V17076,e1bdf20d-5,186.11,114.92,South America,TV,26.93
V17077,027de9af-f,142.82,489.96,North America,Mobile,88.35
V17078,cb587976-2,79.0,177.07,Asia,Mobile,38.21
V17079,44f5eea5-f,0.78,173.43,North America,Laptop,42.22
V17080,55cca984-0,131.78,195.93,Asia,TV,48.05
V17081,e01ecc48-b,54.03,290.13,Asia,Tablet,43.78
V17082,ac12f92e-d,19.16,179.9,South America,Tablet,77.08
V17083,8855dc8a-9,145.72,404.18,Europe,TV,98.15
V17084,7131d7f9-b,82.29,334.31,South America,Tablet,20.46
V17085,07b84701-5,161.83,28.45,Asia,TV,58.19
V17086,3e19d3e1-3,145.73,173.04,North America,TV,32.14
V17087,20b89cc0-0,2.86,86.4,North America,Tablet,42.94
V17088,d27c14da-e,63.05,380.98,South America,Laptop,82.63
V17089,da831c8e-b,6.6,306.77,Europe,Tablet,92.21
V17090,83c56621-6,101.92,103.49,South America,Tablet,38.19
V17091,0c241e7c-5,63.28,508.64,South America,Laptop,48.5
V17092,c014441c-5,129.28,572.57,Asia ,Laptop,93.79
V17093,367f3dd6-b,40.05,62.63,Europe,TV,26.8
V17094,5fe20ac7-e,112.68,14.13,North America,Laptop,47.59
V17095,a9be4126-9,1.65,140.07,North America,Tablet,81.97
V17096,3976bd66-0,86.75,442.53,Asia,TV,51.62
V17097,e6a60d77-3,56.65,65.54,South America,TV,99.64
V17098,8c4541a2-8,19.52,517.33,North America,Tablet,56.41
V17099,4a850bcf-6,125.29,6.8,North America,Mobile,96.79
V17100,8fdaa486-d,121.66,209.92,South America,Laptop,27.33
V17101,d7a048d1-4,156.33,511.95,Asia,Laptop,69.77
V17102,abb7fcc5-2,31.75,532.68,Europe,Laptop,89.35
V17103,6fdf6b2e-e,167.65,42.67,Asia,Tablet,44.7
V17104,ec51b43a-e,83.9,165.55,,TV,68.49
V17105,021b9591-a,11.02,233.97,North America,Tablet,75.21
V17106,48c28a97-b,68.45,57.76,North America,Mobile,57.68
V17107,a5293043-e,173.52,16.31,Europe,Tablet,54.33
V17108,26875455-1,21.23,134.65,South America,Mobile,61.71
V17109,4f4b36c2-3,186.02,294.0,Europe,Laptop,34.09
V17110,c061d5a9-3,186.03,280.3,South America,Tablet,73.6
V17111,c0e0bee5-a,117.64,9.92,North America,Mobile,62.03
V17112,41bf40df-6,186.91,274.14,Europe,Mobile,89.8
V17113,597a523d-5,55.27,518.37,South America,Mobile,34.2
V17114,a14d7781-1,133.76,494.16,Europe,Tablet,58.59
V17115,62db2c15-8,173.53,313.93,North America,Laptop,87.54
V17116,b6f4110e-c,125.73,29.13,North America,Mobile,61.39
V17117,13bdc8fc-0,198.28,592.13,Europe,Mobile,28.75
V17118,d9198154-b,116.29,28.11,Asia,Tablet,80.92
V17119,9e3b310f-7,172.09,175.47,Asia,Tablet,55.18
V17120,ff3b9647-3,141.13,397.74,North America,Mobile,53.41
V17121,3f2cc49d-2,80.98,92.78,North America,Mobile,37.45
V17122,9b397f3b-4,48.39,226.86,South America,Mobile,
V17123,87551109-0,82.71,458.96,Asia,Tablet,53.25
V17124,c7c3725d-c,31.53,149.92,Europe,Mobile,85.24
V17125,edc3f517-c,106.55,68.1,South America,TV,90.06
V17126,f3d88a50-0,37.57,110.71,Europe,TV,22.08
V17127,6c8f9faa-f,26.45,41.94,Asia,Tablet,66.66
V17128,43079958-4,12.53,382.56,South America,Tablet,74.82
V17129,71124b41-c,184.52,310.06,Asia,TV,54.0
V17130,ee533161-2,10.39,411.51,Asia,Tablet,62.2
V17131,5847ffed-4,171.16,64.87,Asia,Mobile,26.5
V17132,d2508bd6-7,22.35,324.4,Asia,Laptop,58.23
V17133,6d35516a-2,139.05,,Europe,Laptop,59.65
V17134,194232f5-4,137.07,447.86,Asia,Mobile,58.23
V17135,d46051b8-a,8.15,516.78,North America,TV,26.69
V17136,b4e86a57-0,38.06,582.39,North America,TV,91.63
V17137,6fe66d4e-1,62.14,90.53,North America,Laptop,82.18
V17138,465aae60-0,140.29,164.5,Europe,Tablet,79.09
V17139,30acaae5-8,176.53,423.55,Asia,Laptop,49.99
V17140,bd9c901f-c,106.32,255.34,North America,Mobile,58.14
V17141,0f7e5480-3,111.49,584.72,North America,Tablet,70.04
V17142,8ffd9269-0,109.3,473.56,Asia,TV,28.91
V17143,894b9333-1,77.8,290.71,Asia,Mobile,90.11
V17144,8c202cd4-f,91.2,564.74,Asia,TV,74.61
V17145,aa1788d6-8,30.02,45.27,Europe,Mobile,80.0
V17146,d7e51ff5-7,180.49,470.44,North America,Mobile,37.4
V17147,236f2ccd-6,158.1,55.15,North America,Tablet,54.15
V17148,68ce491c-5,63.47,348.56,South America,Tablet,37.66
V17149,864f04b1-1,19.07,115.37,Asia,TV,74.37
V17150,bea029a0-4,166.01,564.91,Asia,TV,44.59
V17151,f0863eed-1,55.43,294.08,Asia,TV,38.45
V17152,4aca1243-3,4.09,298.91,Asia,Mobile,77.36
V17153,5bf6b311-a,102.56,526.33,North America,Tablet,84.65
V17154,d9ee0097-7,31.86,505.31,Europe,TV,38.35
V17155,a185c3f3-6,89.1,173.43,South America,Tablet,91.37
V17156,cb7ddc36-a,140.06,175.08,Europe,TV,97.93
V17157,b4d8cfba-2,167.31,10.74,North America,Tablet,76.08
V17158,cccd5688-7,19.68,240.44,South America,Laptop,94.62
V17159,e19a5c77-8,38.81,501.4,North America,Laptop,95.07
V17160,880ec0d4-6,80.64,419.4,North America,Tablet,21.97
V17161,7989e593-9,113.45,131.58,Europe,Mobile,98.22
V17162,99ffea92-1,186.79,369.42,North America,Tablet,40.89
V17163,01efc98f-0,162.32,501.64,Europe,TV,26.09
V17164,9e0ca34a-e,138.15,235.14,South America,Mobile,54.89
V17165,6218e411-6,52.23,126.01,South America,TV,45.65
V17166,8e113bf1-1,98.19,533.03,Europe,Tablet,43.61
V17167,de5d1ed4-c,12.02,467.04,North America,Tablet,63.32
V17168,0b9b4073-7,2.02,557.7,South America,TV,24.69
V17169,9644d166-d,166.93,195.99,Asia,Tablet,51.29
V17170,91bc3a17-6,34.18,360.8,North America,TV,42.89
V17171,1691107e-1,181.83,375.61,Asia ,Tablet,63.88
V17172,cafe383a-b,139.09,242.53,South America,Laptop,29.13
V17173,c42dbced-7,29.09,484.89,Europe,,54.96
V17174,17745c3c-5,152.06,378.41,North America,TV,46.58
V17175,05adad9c-8,108.93,289.58,Europe,Laptop,27.13
V17176,805122e3-0,24.61,547.4,Asia,Laptop,41.7
V17177,e2ccd486-3,2.03,276.45,Asia,Tablet,53.08
V17178,1b518b0f-6,80.69,155.79,Asia,Laptop,65.16
V17179,1b7597b2-3,167.21,67.45,Europe,Tablet,77.41
V17180,fc32d582-8,53.53,194.82,South America,Tablet,98.1
V17181,e4a70265-6,100.89,114.35,Asia,Mobile,85.55
V17182,c55718b9-a,133.86,551.2,Europe,TV,84.15
V17183,648138cd-6,32.0,329.96,Europe,Mobile,57.86
V17184,f9357951-6,119.33,203.11,Asia,Tablet,33.45
V17185,1a1bab6d-0,166.21,80.49,Asia,Mobile,36.77
V17186,2c5efb5b-3,36.3,8.06,Asia,Laptop,42.2
V17187,2814378b-7,147.4,446.39,North America,TV,59.31
V17188,19eab05a-7,51.13,154.41,North America,Laptop,46.54
V17189,9df333ed-4,153.72,69.09,North America,Tablet,69.17
V17190,9871250d-5,131.63,77.42,North America,Laptop,92.66
V17191,c6494624-e,183.8,491.11,Europe,Mobile,34.6
V17192,0b9f2fbb-2,144.92,293.03,South America,Laptop,28.15
V17193,6133dd3f-6,98.94,450.42,South America,Laptop,35.94
V17194,4a68e5eb-1,146.35,529.05,Europe,Laptop,74.22
V17195,fa05d4cf-6,63.34,23.61,North America,Mobile,86.31
V17196,e8f9d4dd-e,25.42,439.86,Europe,TV,90.95
V17197,38c0aa10-d,145.29,114.8,South America,Mobile,63.04
V17198,256515b9-6,123.92,57.05,Asia,TV,
V17199,2ca3b07e-7,168.98,485.3,South America,TV,60.11
V17200,de84ef30-c,46.03,238.87,South America,TV,47.54
V17201,18344d30-5,60.81,15.99,Asia,Mobile,54.84
V17202,f4e669ee-7,92.13,306.51,Europe,TV,48.84
V17203,57f4de58-0,24.13,451.53,North America,Tablet,73.57
V17204,7840cccb-0,139.34,110.0,,Tablet,35.35
V17205,f13da959-2,162.15,504.08,North America,TV,20.51
V17206,885715fe-3,1.63,467.43,Europe,Mobile,26.87
V17207,4ff016ad-1,191.32,407.49,Europe,TV,51.0
V17208,b018f8ce-f,186.14,194.6,Asia,Laptop ,77.25
V17209,4be8a72f-8,190.35,196.73,Europe,TV,66.49
V17210,090a69b9-0,,348.67,North America,Laptop,42.99
V17211,2aef4ccf-c,84.04,358.14,South America,Tablet,42.35
V17212,258d5344-4,39.62,503.4,Europe,TV,43.55
V17213,318fc0b6-b,27.79,524.77,South America,Tablet,28.7
V17214,f82a6309-f,156.48,158.58,Asia,TV,49.28
V17215,8ede3048-a,44.26,217.0,Asia,Mobile,36.83
V17216,16eba817-c,85.55,543.13,Europe,Laptop,31.6
V17217,486c9a68-d,127.64,233.71,North America,Tablet,85.65
V17218,84047606-4,140.22,593.53,Europe,Laptop,74.26
V17219,60b2f753-d,73.33,372.64,Europe,TV,92.53
V17220,3d7a1f4f-e,147.26,189.98,South America,Mobile,36.9
V17221,c8ce5c93-4,49.42,436.83,North America,TV,38.92
V17222,9e07e0de-5,14.32,336.0,Europe,Tablet,55.04
V17223,0630e9ae-5,45.54,472.19,South America,mobile,88.44
V17224,dd9fdb6a-6,137.41,192.85,North America,Mobile,52.82
V17225,ab0be7ce-3,65.43,578.42,Europe,Mobil3,75.92
V17226,562b3459-d,68.66,269.13,Asia,Tablet,26.05
V17227,48d8a7dd-0,126.14,111.55,Europe,Tablet,89.22
V17228,fca749b3-d,90.13,24.69,North America ,Mobile,70.07
V17229,1d90a48f-3,,591.03,Asia,Tablet,84.59
V17230,1f524fad-d,117.95,,Europe,TV,46.49
V17231,694089d7-9,189.32,445.06,North America,Tablet,24.68
V17232,81ccbf18-f,104.63,376.95,Europe,Laptop,99.6
V17233,79a4ce19-2,162.56,445.02,North America,Laptop,97.79
V17234,b7fdb61f-4,,567.3,Europe,Mobile,98.35
V17235,f2254617-8,69.65,201.85,Asia,Laptop,31.23
V17236,bc442225-1,153.82,20.46,,Tablet,36.86
V17237,7668023a-6,176.43,336.15,South America,Tablet,78.43
V17238,62106ad5-b,65.44,202.82,North America,Mobile,26.9
V17239,9cd6a5e4-6,10.64,92.66,North America,TV,28.19
V17240,784ab6b0-d,60.37,138.06,Asia,Laptop,51.08
V17241,de77e297-6,174.69,59.68,Asia,,89.04
V17242,01637a68-e,7.76,480.5,South America,,51.65
V17243,4315d069-0,166.85,6.76,South America,Tablet,64.01
V17244,18a4e874-3,85.64,586.66,Asia,Laptop,20.87
V17245,e4e8a526-b,131.99,80.61,Asia,Laptop,40.42
V17246,04f6f476-e,188.89,,North America,TV,57.53
V17247,e27ec77f-a,67.09,545.25,South America,Laptop,55.49
V17248,241580ca-0,178.18,30.56,South America,TV,27.93
V17249,177c933a-d,182.37,208.66,Europe,TV,98.52
V17250,5097f89d-a,130.56,45.2,Asia,Tablet,51.09
V17251,1cbd5e43-6,34.51,244.05,South America,Tablet,65.85
V17252,d80835a4-0,105.2,,Asia,TV,86.38
V17253,32905b23-1,108.58,264.0,Europe,Laptop,38.17
V17254,015d9872-5,126.23,107.08,Asia,Laptop,52.65
V17255,abaa517f-c,39.84,208.65,South America,Laptop,47.35
V17256,050cfa8e-7,10.23,361.04,North America,TV,26.12
V17257,c805c627-7,172.93,439.28,Asia,Mobile,62.53
V17258,807563fa-c,34.05,345.21,asia,TV,25.31
V17259,c9978602-3,89.61,201.84,Europe,Laptop,40.24
V17260,e66dd012-6,126.79,423.66,Asia,TV,44.4
V17261,468d396c-9,183.81,268.59,North America,Tablet,82.66
V17262,f1032b79-5,120.43,572.11,Europe,Tablet,58.2
V17263,67d91782-6,111.89,164.13,Europe,TV,68.95
V17264,53a008ed-7,170.24,571.15,Europe,Mobile,20.51
V17265,4ef5817b-c,181.67,18.47,North America,Laptop,41.98
V17266,e261e4b2-4,14.18,290.25,Asia,Laptop,24.37
V17267,8c59b0a7-6,112.66,333.25,Asia,Mobile,30.67
V17268,c3d772be-3,129.0,375.78,Europe,Mobile,37.21
V17269,b8a2109e-c,71.99,86.51,Europe,Mobile,39.95
V17270,3e321b86-9,100.65,456.96,South America,Tablet,61.81
V17271,84f1bbe4-3,87.24,197.39,Asia,Tablet,72.83
V17272,8d99c83b-5,158.09,253.45,South America,TV,77.7
V17273,d764d734-2,95.08,120.44,Europe,Laptop,80.9
V17274,d1db8a1b-5,175.23,126.35,North America,TV,25.58
V17275,e0dc835c-0,48.33,250.11,Asia,Tablet,60.11
V17276,1f40a805-6,,285.71,North America,Tablet,68.76
V17277,0d71b0f3-4,118.78,12.73,Asia,Laptop,80.57
V17278,5d142cab-9,103.01,85.86,South America,Laptop,43.48
V17279,cefd7983-a,3.73,9.13,North America,Laptop,89.3
V17280,ae48acf9-c,173.19,579.5,Europe,Laptop,69.35
V17281,2d9c36c4-6,153.02,587.36,south america,Tablet,31.04
V17282,9aca52c7-1,125.86,5.19,South America,TV,97.02
V17283,d859a034-7,181.67,397.02,North America,Laptop,68.75
V17284,10151ced-5,177.84,511.21,Europe,Tablet,67.23
V17285,534a3f16-9,48.34,67.66,Europe,Tablet ,83.15
V17286,50ee55cd-4,,171.31,North America,Mobile,79.71
V17287,27198778-2,43.16,585.62,Asia,,86.27
V17288,,79.48,18.57,Asia,Mobile,78.9
V17289,51c11018-6,38.23,104.76,Asia,TV,44.91
V17290,c54ea501-6,,405.57,South America,Mobile,80.47
V17291,5ae92fc5-f,19.61,463.08,Asia,Mobile,27.81
V17292,59ec7da5-6,114.95,54.59,South America,Mobile,82.94
V17293,8661bc42-d,104.86,373.04,Asia,Tablet,84.78
V17294,5ac4b7e4-7,114.06,77.71,South America,Tablet,70.68
V17295,d469e2b2-d,87.33,319.86,South America,Laptop,43.39
V17296,c974cca7-c,180.58,318.23,Asia,Tablet,22.3
V17297,29d73d3a-c,62.39,53.87,North America,Mobile,88.19
V17298,52f2fceb-7,109.6,375.89,Asia,TV,93.39
V17299,4c11dfb7-6,78.37,144.39,South America,Laptop,
V17300,de55bbcc-b,198.15,169.28,South America,TV,31.08
V17301,77e064ec-0,106.25,580.85,South America,TV,60.17
V17302,183b40cb-3,100.73,50.08,Asia,TV,58.69
V17303,8c96725d-d,188.12,533.17,North America,Laptop,82.96
V17304,48f6f4ac-6,58.06,312.22,Europe,Tablet,53.78
V17305,db449caa-a,68.08,363.58,Europe,Mobile,70.57
V17306,50fc143a-8,83.59,208.04,North America,Laptop,27.86
V17307,9148e29f-2,15.22,124.55,South America,TV,33.76
V17308,4e0a5f69-1,116.64,67.97,Europe,Laptop,43.21
V17309,90c29782-b,3.37,372.67,South America,Mobile,
V17310,7ee4daf9-6,95.58,120.93,North America,Tablet,98.97
V17311,0b08e15b-a,18.74,446.37,South America,TV,54.21
V17312,c27c378e-b,51.98,270.31,Asia,Mobile,83.6
V17313,02c4ac46-e,29.77,227.89,Europe,Mobile,96.1
V17314,f74a9f5a-1,182.97,468.46,North America,TV,32.67
V17315,96d0e193-e,51.33,154.41,Asia,TV,63.64
V17316,48ea24a8-3,155.43,222.47,North America,Mobile,48.9
V17317,7b325693-e,124.74,577.14,North America,Mobile,27.69
V17318,32ccd237-a,15.03,387.89,Asia,TV,35.45
V17319,6695403b-c,39.59,359.71,Asia,Laptop,83.74
V17320,b7cbf5ac-e,37.29,248.44,South America,Mobile,76.5
V17321,39b192d0-c,72.96,415.33,South America,,77.39
V17322,bc8874f3-c,101.73,403.17,Asia,Tablet,68.33
V17323,e5b4a0e4-d,62.81,40.05,Asia,TV,65.37
V17324,7a882bf7-4,177.29,430.85,Asia,TV,55.06
V17325,f92e9471-b,135.75,507.35,Asia,Mobile,82.89
V17326,d4963cc5-4,107.99,298.23,Europe,Laptop,72.58
V17327,8e1614ea-1,110.7,211.23,South America,Tablet,21.4
V17328,63b939c1-8,135.92,527.67,Asia,Tablet,55.6
V17329,c9cf9b8c-5,47.97,303.37,North America,Tablet,88.02
V17330,a0bf4fee-8,169.39,91.74,North America,TV,70.76
V17331,fd856a7d-e,12.46,356.2,Asia,TV,33.86
V17332,f4cb98b2-5,121.98,181.15,Asia,Laptop,74.49
V17333,7f0801af-e,185.89,257.12,North America,Laptop,46.87
V17334,cf25caaf-b,102.14,237.48,South America,Mobile,27.88
V17335,d8305f65-2,68.89,560.65,North America,Tablet,38.41
V17336,f4ce9e94-7,166.9,303.36,South America,Laptop,75.21
V17337,8ceb7be4-f,147.5,361.83,Asia,Tablet,88.57
V17338,1b7c6329-b,117.87,520.02,north america,Tablet,59.18
V17339,3d64bfb8-8,47.52,432.06,North America,TV,70.42
V17340,e81862f3-4,100.7,429.27,Asia,Tablet,64.64
V17341,dba3dc67-f,53.08,273.05,Asia,TV,53.16
V17342,11a73b38-6,117.03,63.88,Europe,Mobile,51.27
V17343,e138aba4-7,74.21,412.85,Europe,Laptop,30.2
V17344,1f329098-3,173.92,434.06,South America,Mobile,45.83
V17345,38e47085-1,66.03,554.18,South America,TV,57.77
V17346,69cfde06-f,94.45,6.13,North America,Mobile,58.81
V17347,6c3d6293-8,166.71,237.13,South America,Tablet,40.85
V17348,6c9edec5-b,137.78,305.14,South America,TV,34.86
V17349,c31117a8-4,108.59,549.35,Europe,Tablet,85.62
V17350,f5eb955d-6,106.14,,Asia,Laptop,76.96
V17351,fb961da6-c,177.27,599.87,asia,Tablet,72.33
V17352,e6ea34a8-4,117.87,26.01,North America,Mobile,99.34
V17353,faa1b9a5-7,111.26,211.54,North America,Mobile,64.91
V17354,ee188ba6-e,100.2,139.27,South America,Laptop,51.77
V17355,43385a76-0,104.66,,Asia,Mobile,61.17
V17356,3febeae3-d,98.38,59.19,South America,Tablet,60.65
V17357,585058a5-7,5.53,303.31,Asia,Laptop,49.44
V17358,a46cee04-e,63.61,351.94,North America,Mobile,47.25
V17359,bc43d2fb-a,14.27,449.4,North America,TV,36.63
V17360,413abebe-c,164.48,438.11,Europe,Tablet,29.58
V17361,7ca8ac29-7,97.87,377.77,Asia,Tablet,
V17362,6dbcdb15-0,6.25,498.94,North America,Tablet,78.51
V17363,d6fa6133-f,126.33,194.16,North America,Laptop,42.3
V17364,abb378f7-4,142.0,290.63,Europe,TV,29.93
V17365,1900ba3c-2,160.55,182.33,North America,Mobile,85.3
V17366,40607483-3,167.09,369.53,Europe,Mobile,34.33
V17367,c018e7f8-7,11.57,479.79,Europe,Tablet,76.69
V17368,bcad76c4-8,198.32,69.63,Europe,TV,82.79
V17369,a452c4c1-6,21.35,,Europe,Tablet,50.6
V17370,95475d2e-6,30.41,471.13,North America,Tablet,
V17371,4123e3c7-f,122.28,496.85,Europe,Tablet,76.94
V17372,6f721960-6,168.12,323.27,South America,Laptop,83.16
V17373,cb05b160-c,73.25,582.49,North America,Mobile,44.49
V17374,c04d5a12-c,90.08,80.64,South America,Mobile,64.63
V17375,47a60a83-4,105.01,368.06,North America,Tablet,96.79
V17376,36153323-b,7.88,182.79,Europe,TV,87.34
V17377,27e54f43-f,148.16,268.24,Asia,Tablet,91.62
V17378,0c81eef6-f ,22.21,454.01,Asia,Laptop,28.37
V17379,328e5fbe-2,66.83,352.69,South America,Laptop,84.85
V17380,d4e6cc23-5,42.56,580.03,South America,Laptop,66.25
V17381,1fa80fcb-1,74.88,393.66,Europe,Mobile,40.76
V17382,f4d5a65f-d,25.14,185.68,South America,TV,44.95
V17383,c0939e3f-8,80.73,59.03,Europe,Mobile,98.22
V17384,7ab6c7f5-6,86.52,238.38,South America,Tablet,43.88
V17385,9fb4934a-5,19.99,9.36,North America,Laptop,29.89
V17386,cd8fe4e0-7,56.65,467.26,Europe,Laptop,21.04
V17387,9142e1ca-b,72.2,573.69,Europe,Laptop,66.03
V17388,8d1b5969-c,142.91,332.26,Europe,Mobile,34.2
V17389,53b359f7-f,110.82,467.35,Europe,Mobile,
V17390,21461233-5,84.61,344.28,Asia,Laptop,42.83
V17391,75f554ee-3,31.27,191.06,South America,Mobile,77.78
V17392,c7567d52-4,59.86,308.6,North America,Tablet,73.46
V17393,ced3a806-0,30.67,490.84,Europe,Mobile,22.2
V17394,c1c2b534-9,11.77,96.17,Asia,TV,39.68
V17395,55049f79-8,2.45,237.26,North America,Mobile,47.09
V17396,b55ca5f6-d,127.51,25.52,Europe,TV,50.03
V17397,339a08b4-e,17.47,288.2,South America,Laptop,91.01
V17398,0d20b2b9-4,181.59,484.54,Asia,Laptop,27.75
V17399,3af4a514-d,94.6,206.97,Europe,Tablet,90.74
V17400,4bc1d896-1,12.62,65.38,North America,Laptop,94.42
V17401,e4b56df6-7,47.0,179.7,Europe,Mobile,48.04
V17402,4fab7504-0,55.58,420.32,Asia,Tablet,25.03
V17403,914acb15-c,197.02,477.42,Europe,Tablet,58.15
V17404,e1f35368-9,35.71,6.53,South America,Laptop,
V17405,f7cc7286-6,147.22,36.72,Europe,TV,54.43
V17406,ac081e21-8,70.53,187.35,North America,TV,94.92
V17407,912b05c3-6,115.62,180.22,Europe,Mobile,43.37
V17408,adeb7d27-0,106.01,484.71,South America,Tablet,32.17
V17409,28b2a07b-d,23.37,251.57,South America,Mobile,44.31
V17410,71c07a3e-5,114.01,36.08,Europe,Tablet,94.59
V17411,a987eeb4-0,33.62,487.13,North America,Tablet,66.71
V17412,a13016e6-2,197.01,138.12,Europe,Laptop,47.54
V17413,371953c9-0,49.96,521.14,Europe,Mobile,86.99
V17414,4b485429-8,121.18,568.05,Europe,TV,45.78
V17415,ff4ea525-f,187.69,243.85,South America,Tablet,99.87
V17416,b6230885-3,95.32,237.82,Europe,Tablet,64.81
V17417,15b108a0-7,174.27,281.39,South America,Tablet,47.02
V17418,5d92bebb-5,165.1,170.61,South America,Tablet,50.59
V17419,535e0281-4,147.76,214.25,Europe,Mobile,98.84
V17420,78a66105-5,84.79,111.21,South America,TV,43.37
V17421,4893fe43-2,192.11,438.76,South America,Mobile,33.72
V17422,558fd892-1,187.12,286.99,Europe,Laptop,30.74
V17423,713b7d74-8,5.32,224.72,North America,TV,21.24
V17424,9672013a-0,72.75,407.63,South America,Laptop,87.51
V17425,c15f7e14-f,139.54,162.41,Asia,Mobile,41.31
V17426,e2ac23ad-5,109.54,8.96,Asia,TV,88.94
V17427,484f1c88-6,47.29,378.56,South America,Mobile,97.63
V17428,202ce647-5,150.75,401.08,Europe,Laptop,95.54
V17429,ebf7b326-0,72.6,109.12,Asia,Mobile,71.84
V17430,a23f40b8-c,156.58,104.89,North America,Laptop,30.43
V17431,213d0e75-2,186.68,21.36,North America,Tablet,62.79
V17432,4aff3b75-b,182.82,55.93,Asia,Tablet,75.29
V17433,258d423e-d,177.99,373.72,North America,Mobile,28.43
V17434,73840d99-1,18.11,219.88,North America,TV,68.49
V17435,e316eacd-8,155.08,7.59,Asia,Tablet,60.97
V17436,17db1394-c,10.36,258.94,Europe,Mobile,99.28
V17437,98e22d47-c,61.38,125.29,Europe,TV,74.45
V17438,8ec1b3f5-2,85.41,337.6,Europe,Tablet,61.38
V17439,fcb53886-7,74.5,423.12,Europe,Laptop,99.24
V17440,ca0d6dde-9,,121.91,South America,Mobile,29.44
V17441,d11d41d0-e,80.5,71.92,Asia,Laptop,50.93
V17442,c3d77226-f,51.94,302.19,Asia,Tablet,39.99
V17443,8282ed4c-e,198.26,294.7,Europe,Laptop,74.69
V17444,ec42a130-f,107.46,341.09,Asia,Mobile,40.32
V17445,8c7b7fcd-1,74.35,119.28,South America,Mobile,66.15
V17446,82ed4697-2,17.37,76.05,South America,TV,20.37
V17447,45e9250a-9,117.79,429.01,North America,TV,90.6
V17448,3b8f06f1-5,109.73,448.39,Asia,Laptop,89.34
V17449,b05e0b92-5,186.13,204.71,North America,TV,68.94
V17450,3741644a-5,115.65,477.47,Asia,TV,71.94
V17451,768d396e-1,69.79,51.4,North America,Laptop,58.59
V17452,2885ab36-a,172.83,358.27,Europe,Tablet,74.02
V17453,e42e94cb-e,95.18,406.27,North America,Laptop,
V17454,e02cef60-8,77.56,578.94,South America,Laptop,50.82
V17455,937646b1-1,74.94,460.43,Europe,TV,87.13
V17456,ef498ca6-0,160.56,81.13,North America,Tablet,27.44
V17457,c9245ee3-5,109.05,516.82,Europe,TV,35.74
V17458,7c89045a-c,95.64,13.93,North America,TV,79.93
V17459,389d2f6c-3,93.92,383.49,Asia,TV,38.53
V17460,6249a790-8,196.7,321.08,Asia,Laptop,34.94
V17461,1ff388ad-4,56.2,43.39,North America,TV,96.26
V17462,85a0745e-8,29.91,122.23,Europe,Laptop,65.12
V17463,d16a031d-c,100.57,443.59,Asia,Mobile,41.84
V17464,2816bfff-a,74.69,312.05,Asia,Tablet,85.41
V17465,34ac2d0e-a,38.32,488.79,Europe,Tablet,81.09
V17466,70fc18a7-7,37.35,38.36,South America,TV,37.31
V17467,d1351ee0-d,101.04,72.22,South America,TV,88.33
V17468,2efdd028-8,166.16,426.96,Asia,TV,98.45
V17469,2acc77f2-f,13.58,456.63,Europe,Mobile,23.64
V17470,5c9b7344-5,114.19,141.85,Europe,TV,21.12
V17471,c92f8e7e-c,56.41,418.21,Asia,TV,81.55
V17472,3317b606-f,161.26,312.82,Europe,TV,24.88
V17473,379256da-f,29.74,81.79,Asia,Tablet,48.56
V17474,c683639e-b,173.46,446.56,Asia,Mobile,70.1
V17475,0d9362b3-6,28.22,158.43,South America,Tablet,26.35
V17476,46354e79-1,,295.65,North America,Laptop,50.26
V17477,ec991231-5,126.58,101.72,South America,Mobile,27.66
V17478,7f2f3666-3,7.96,480.49,Europe,Mobile,95.79
V17479,83020c6c-d,113.02,155.85,Asia,Laptop,71.36
V17480,b81cb5f9-2,77.52,7.42,Asia,Tablet,47.94
V17481,e25dee28-b,182.66,235.43,Europe,TV,45.34
V17482,3088715a-d,103.09,346.65,South America,TV,65.89
V17483,661cab43-7,21.1,138.99,Europe,Laptop,72.05
V17484,c2892988-b,130.77,160.39,South America,Mobile,47.31
V17485,3057c39f-7,160.97,181.48,Asia,TV,86.9
