show_id,title,type,release_year,genre,rating,director,country,language,date_added,imdb_score,budget_millions,age_certification
2a0294f2-f,Street last capital,TV Show,1982,Sci-Fi,PG-13,William Reese,Japan,French,2025-06-27,5.4,152.49,All
3af99ff7-5,Reduce ,Movie,1980,Animation,PG,Katherine Williams,France,Japanese,2021-01-18,9.2,129.99,Kids
d187719b-e,Deep always foreign ,Movie,1998,Romance,PG-13,Justin Middleton,France,Spanish,2020-12-10,5.6,260.31,Adult
3e05c14a-d,Produce where method,Movie,1990,Sci-Fi,G,Leah Jordan,South Korea,English,2024-03-16,6.7,283.6,Teen
ac53149e-f,Son keep,TV Show,1980,Horror,TV-14,David Berry,Canada,English,2021-03-16,4.1,48.85,Adult
0cc91daf-4,Plan sister,Movie,1993,Horror,PG-13,Luke Brown,Canada,English,2026-01-01,7.1,116.51,All
4643723b-2,Quickly politics local,,2011,Thriller,TV-14,Mr. James Myers,France,Spanish,2023-05-23,5.5,72.16,Teen
b258979f-0,Four d3cision particular,Movie,1996,Documentary,R,Brian Hall,South Korea,Hindi,2022-10-01,6.0,185.03,Adult
806de2f9-7,Save do,TV Show,2009,Sci-Fi,PG-13,William Reese,Canada,Hindi,2021-08-25,6.5,298.15,Kids
03faf0fb-0,Town city truth,Movie,1981,Sci-Fi,TV-MA,Jacqueline Wilkerson,France,English,2022-02-04,6.6,157.18,Adult
d21e4f37-f,Get age,Movie,1990,Action,R,Regina Allen,South Korea,Hindi,2021-02-05,1.0,297.91,Teen
7a9fb36a-6,To past,Movie,2021,Comedy,PG,Dr. Nicole Hamilton,South Korea,Japanese,2022-01-06,9.4,33.3,Adult
23f875bb-b,Final easy on,TV Show,2005,Romance,PG,Laurie Williams,France,Japanese,2024-09-13,7.8,147.61,Kids
93175101-e,Three traditional tax,Movie,1994,Horror,TV-14,Brenda Delacruz,France,Spanish,2024-08-07,3.5,49.51,All
923cd954-5,Stock our,Movie,1990,Romance,TV-MA,Amy Bradshaw,Japan,English,2022-05-27,3.2,21.66,Teen
0d6e8a4b-c,Phone conference,TV Show,2012,Comedy,TV-14,Linda Johnson,Japan,Hindi,2018-03-19,9.0,56.67,Kids
64a8fa9c-4,Eye item,TV Show,,Drama,TV-14,Justin Holt,India,Korean,2022-03-24,3.1,16.48,Adult
57c67b60-f,Each region,TV Show,1980,Romance,TV-MA,Chase Watkins,japan,English,2020-09-10,3.8,23.77,Adult
42193bc9-a,Stay from know,Movie,2016,Horror,PG-13,Kenneth Carter,France,Spanish,2020-04-26,1.6,241.02,Adult
19f57298-3,Appear,TV Show,1985,Romance,G,Michelle Clay,Japan,English,2024-06-15,8.9,51.55,All
bed0737c-4,Better inside,Movie,2011,Thriller,G,Carol Watson,France,Japanese,2020-03-09,4.9,150.31,All
d43b7381-6,Blue son,TV Show,2016,Documentary,TV-MA,Joel Davis,France,English,2023-08-30,6.6,258.36,All
b08ff001-2,Enter stop,TV Show,1984,Thriller,PG,Cory Craig,South Korea,Spanish,2020-02-13,7.6,10.36,Teen
8ad3fe22-d,Organization,TV Show,1988,Animation,PG,Dana Rowe,Canada,Korean,2019-04-08,3.8,132.53,All
5c12cf08-0,Attorney institution,Movie,1993,Horror,PG,Mariah Moore,Japan,Japanese,2021-03-25,9.1,66.01,Kids
07987273-7,Themselves century born,Movie,1993,Documentary,TV-14,Gary Wagner,Japan,Spanish,2019-01-01,5.3,274.87,All
44e68a90-d,Similar,TV Show,2018,Comedy,TV-14,Melissa Gutierrez,France,Korean,2018-04-16,7.7,54.21,All
cd5a4f62-1,Question us word,Movie,1984,Sci-Fi,G,Scott Baker,India,Japanese,2018-08-21,2.6,180.25,All
d62b2c62-c,Tax word,,1996,Drama,PG-13,John Moore,United Kingdom,English,2025-04-10,9.5,113.41,Kids
d60467e3-4,Think structure tax,TV Show,2024,Romance,TV-MA,Luke Brown,Canada,French,2019-01-13,8.5,85.36,Teen
b8500813-6,No group sign,TV Show,1995,Animation,PG-13,Kyle Lyons,United Kingdom,Hindi,2023-10-07,4.9,141.94,Adult
092df179-9,Approach let,TV Show,2012,Documentary,R,Justin Becker,Japan,Korean,2019-02-11,9.3,,All
6e8908cb-9,Ground garden life sense,Movie,1980,Documentary,TV-14,Jessica Tanner,India,English,2024-11-05,2.7,139.81,Teen
152e3634-d,Candidate knowledge sister,Movie,,Animation,G,Laura Dunlap,Canada,Hindi,2025-08-20,4.2,172.95,All
1e2db848-a,Last price still,Movie,2016,Thriller,G,Cory Foley,Canada,Spanish,2024-05-10,4.1,100.99,Teen
f9cafc5c-9,Fund institution,TV Show,1989,Romance,TV-14,Jasmine Baker,Canada,Spanish,2021-12-06,5.1,10.69,Kids
9b8ee27e-f,Reality,TV Show,2017,action,PG,David Lee,United Kingdom,Spanish,2024-06-26,7.4,81.44,Kids
10e97df9-c,Perhaps go true,Movie,1986,Animation,TV-14,Lydia Young,United Kingdom,Japanese,2018-03-30,8.7,74.49,Teen
d58141b1-e,Accept media third,TV Show,2021,Romance,G,Nathan Singleton,Japan,Japanese,2024-12-11,4.5,270.46,Adult
c245ac6f-b,Forward support,TV Show,1993,Animation,TV-MA,Michael May,Canada,Spanish,2018-09-09,8.5,72.71,Teen
bc082558-b,Home spend school,Movie,2002,Sci-Fi,,Leslie Graham,United States,French,2025-04-17,6.1,52.03,Adult
fde8e4f7-3,Summer participant wall,Movie,1998,Thriller,G,Tiffany Clark,United Kingdom,Korean,2020-02-24,4.2,183.89,Teen
26a56e1f-5,List,Movie,1990,Animation,R,Tara Weaver,South Korea,Hindi,2018-10-16,6.7,104.56,Adult
ddddad40-b,Live company,TV Show,1993,Comedy ,PG-13,Christopher Yu,India,Japanese,2021-04-27,9.9,196.77,Adult
9a91d148-3,Minute employee any,Movie,1996,Drama,PG,Jonathan Copeland,Japan,Korean,2020-08-10,8.9,25.48,Adult
e3dcda55-4,Center so,Movie,1989,Horror,G,Matthew Bryant,United Kingdom,Korean,2026-01-13,9.5,86.81,Kids
32acff19-c,Action professor,TV Show,1996,Documentary,G,Robert Smith,United States,English,2021-04-13,3.9,205.56,Teen
b61f4474-5,Stay population,Movie,2009,Romance,PG-13,Justin Becker,United States,Japanese,2024-05-24,4.7,159.31,Adult
e5261f56-f,We both claim,Movie,1985,Action,R,Henry Newton,Japan,Japanese,2024-09-26,7.2,281.2,Teen
04c74492-b,To contain side,TV Show,1986,Drama,TV-14,Mr. Edwin Rose,Canada,French,2022-07-14,1.3,179.76,Kids
3857f762-b,Probably unit area,TV Show,2015,Thriller,PG ,jason gallagher,United States,English,2025-08-31,2.2,271.37,Kids
63b006ed-2,Nice,Movie,2014,Documentary,G,Stacey Stanley,India,Spanish,2020-01-21,7.1,85.78,Adult
e34eaa23-0,Baby no,TV Show,2012,Action,G,Madison Payne,Canada,English,2018-02-28,1.8,247.71,Adult
e6a201b4-1,Item,TV Show,2016,Thriller,TV-MA,Joseph Mitchell,Japan,Korean,2018-11-05,10.0,227.98,All
f4f55406-1,Four event change,TV Show,2003,Comedy,PG-13,Donald Long,France,English,2019-03-29,8.2,176.68,Adult
2485bdc1-9,Church next customer,Movie,2014,Comedy,PG,Brittany Mueller,United Kingdom,English,2023-04-07,7.7,199.07,Kids
af2a9244-9,Mind sure measure,TV Show,1994,Thriller,R,Kristina Cook,United States,French,2023-02-07,3.0,85.07,All
05873900-9,During upon but,Movie,2001,Horror,TV-MA,Mary Roberts,United Kingdom,Hindi,2023-12-06,4.4,90.8,Adult
7e3771c2-1,Add job second culture,Movie,2004,Sci-Fi,TV-14,Rebekah May,India,Japanese,2018-06-25,7.7,252.11,Teen
47448912-f,Discuss argue according,Movie,2017,Sci-Fi,PG-13,Jessica Tanner,South Korea,French,2020-12-02,7.5,189.28,Kids
af77cbfa-0,,Movie,1989,Horror,PG,Steven Taylor,Japan,Korean,2018-02-15,5.7,183.94,Teen
e7433b43-b,Pressure throw everything,TV Show,2002,Animation,TV-MA,Amber Spencer,United Kingdom,Hindi,2024-05-24,2.8,221.67,Kids
9ec76d2c-f,Church thousand fish,Movie ,2000,Comedy,TV-14,James Tucker,Canada,Japanese,2019-03-14,8.1,208.39,Kids
9d6e6b1e-b,Them couple result,TV Show,1989,Animation,R,Jesse Willis,Japan,Hindi,2021-07-29,6.0,95.12,Kids
5d390c2e-7,Air successful boy choose,Movie,2011,Drama,PG-13,Lisa Flynn,Canada,English,2020-02-15,7.6,126.63,Adult
1f65abde-e,Create keep,Movie,1980,Horror,TV-14,Suzanne Green,United Kingdom,French,2022-07-09,1.7,255.01,
a273a91c-5,Wait behavior who,TV Show,,Comedy,PG-13,Jeffery Spears,United Kingdom,Spanish,2019-08-03,7.7,110.2,All
626693b1-4,Sea reason play,Movie,1984,Animation,TV-14,Billy Rogers,France,Hindi,2025-07-23,9.7,144.98,Kids
ac41c2b3-1,Series way write,Movie,1988,Thriller,TV-14,Michelle Gallegos,France,Hindi,2022-02-22,3.2,290.71,Adult
dbbeac10-0,Interview administration,Movie,2015,Sci-Fi,R,Monica Gray,United Kingdom,Spanish,2020-10-26,3.9,117.69,All
0c265b93-e,Police have,Movie,2000,Drama,PG,David Berry,United Kingdom,French,2020-02-21,9.4,287.0,Teen
d1568349-b,Important dark born,Movie,2021,Animation,G,Debbie Johnson,Japan,English,2019-03-26,1.3,148.39,Teen
109df40a-1,Hospital blood,Movie,1989,Thriller,G,Luke Brown,France,Spanish,2019-06-21,2.3,92.88,All
3552a283-a,Something create wrong,Movie,2002,Comedy,PG,Mary Massey,Japan,japanese,2019-06-18,6.7,222.68,All
630b23c8-c,Time be reduce,TV Show,2013,,PG-13,Kristina Frost,Japan,Hindi,2020-08-26,1.6,116.82,Adult
366ca3f6-1,Remember take,Movie,1991,Animation,PG,Patricia Wilkins,France,Spanish,2022-02-19,2.9,193.95,Teen
04ac866e-0,Majority including at,Movie,2003,Comedy,TV-MA,Teresa Gray,United States,English,2025-02-18,7.0,215.39,All
446848a9-5,Only cost final,TV Show,2017,Drama,PG,Derrick Park,France,Korean,2025-11-17,7.1,72.62,Adult
a691ca6e-e,Together far true,Movie,2015,Comedy,G,Anita Riley,India,Japanese,2025-10-01,8.2,72.72,Teen
5b87b8b2-1,Artist decide,Movie,1992,Comedy,TV-MA,Stephanie Hebert,United Kingdom,French,2023-05-16,8.7,279.06,Adult
e1741a74-0,Professional buy father picture,TV Show,1994,Action,G,Elizabeth Mendez,France,Japanese,2019-11-21,2.0,277.04,Adult
860f624e-6,Pressure per truth,TV Show,2005,Sci-Fi,TV-MA,Oscar Hernandez,Japan,French,2026-01-06,5.3,158.2,Adult
46ae4843-e,Difference impact modern,TV Show,1999,Comedy,PG,Robert Jenkins,South Korea,English,2020-09-16,4.0,295.98,Adult
4f21a6e9-a,Lot money meeting,Movie,1998,Documentary,PG,Brittany Mueller,United Kingdom,Japanese,2025-03-10,3.5,277.49,All
73c8cc59-6,Develop summer,Movie,2017,Action,G,Richard Barnett,Japan,French,2019-06-17,5.9,290.85,Kids
5dd7d18b-1,Fear,TV Show,2017,Documentary,PG,Nicholas Wood,United Kingdom,Hindi,2021-03-25,8.2,245.43,Kids
85b7fa40-e,Court notice,TV Show,2010,Animation,R,Luke Harper,India,Spanish,2026-01-28,3.8,176.89,Adult
7c904950-2,,TV Show,2018,Horror,PG-13,James Brewer,Canada,Korean,2021-10-24,8.5,115.77,Teen
e9fc1e9e-5,Blood president,Movie,1983,Action,PG-13,Regina Allen,Japan,French,2019-10-21,4.6,221.88,Teen
3c21670d-9,Position increase,Movie,1999,Comedy,PG,Adam Vargas,Canada,English,2021-12-02,2.4,243.91,All
3a74a313-0,Policy bill though,Movie,1982,Sci-Fi,PG-13,Jeremy Scott,United Kingdom,French,2023-06-29,4.5,274.9,All
b6f1d7bb-8,Soldier have,TV Show,1995,Sci-Fi,R,Mary Bennett,United Kingdom,Japanese,2021-03-03,9.1,23.76,Kids
1f19b5f2-8,Tend color itself,Movie,1980,Sci-Fi,TV-14,Jennifer Allen,Japan,French,2020-11-11,1.7,46.16,All
15dc259d-7,Eat,Movie,1993,Romance,TV-14,Zachary Jones,South Korea,Hindi,2019-03-12,7.2,154.74,Kids
8df61a5e-b,Project possible measure,Movie,2010,Action,PG,Joseph Mitchell,South Korea,Hindi,2020-01-10,3.8,142.32,All
82fdd33b-9,Rise far spend,Movie,1997,Thriller,PG,Edwin Smith,United Kingdom,Spanish,2025-03-15,4.7,56.58,All
63500f10-f,Find economic foot,TV Show,1989,Sci-Fi,PG,James Shields,France,French,2019-04-17,2.5,249.94,Adult
90821086-e,Form conference,Movie,1997,Documentary,G,James Tucker,United States,Japanese,2024-06-09,8.8,81.38,Teen
f2a987cf-5,Walk those,Movie,2007,Drama,PG-13,Greg Harris,United Kingdom,French,2025-09-20,3.5,48.34,Adult
9275d5fd-4,Doctor woman check over,Movie,2021,Thriller,PG,Laurie Williams,France,Spanish,2025-09-24,6.3,232.58,Kids
0ca36d39-3,Stock Democrat,TV Show,2006,Documentary,TV-MA,Troy Raymond,South Korea,Korean,2023-06-12,4.5,284.85,Teen
50b6b38d-8,However pretty,Movie,1998,Action,TV-MA,Matthew Sharp,United Kingdom,French,2023-07-27,6.3,7.06,Kids
dc93ce70-b,Why investment eye,TV Show,1987,Drama,TV-14,Sean Ortiz,South Korea,Spanish,2024-05-14,9.5,152.6,Kids
334ae64a-8,Nor see suggest,Movie,2012,Romance,PG-13,Jacqueline Wilkerson,United Kingdom,English,2023-01-14,8.5,66.92,Kids
c4db2a33-e,Front particularly theory,Movie,2010,Drama,R ,Whitney Hughes,United States,Hindi,2023-08-09,8.5,104.17,Adult
b64dd3e2-f,Study think,TV Show,1983,Comedy,G,Christy Rangel,Japan,English,2025-04-25,3.0,285.35,Adult
6b49f494-5,Off believe,Movie,2016,Horror,G,David Pope,United States,Korean,2023-03-24,8.2,210.31,Kids
012ac864-b,Management,Movie,2001,Action,TV-14,Brendan Hayes,Japan,French,2021-04-15,7.5,40.08,Kids
02f4a9cb-7,Drug attorney,Movie,2017,Horror,G,Mary Bennett,South Korea,Korean,2023-07-07,7.3,260.24,Adult
5472ca81-b,Leader television,TV Show,1998,Sci-Fi,G,Jennifer Scott,South Korea,Japanese,2023-02-06,8.2,291.56,All
2b903d65-8,Stuff case field,TV Show,1982,Animation,TV-14,Amanda Simpson,South Korea,English,2024-09-16,5.9,182.42,Adult
5db00ad2-2,Garden option,TV Show,2017,Drama,TV-14,Travis Gonzalez,France,Hindi,2019-12-24,4.8,254.89,Adult
465f0333-a,Remember owner hundred side,TV Show,2001,Documentary,PG-13,Susan Lopez MD,Japan,English,2024-05-26,4.7,129.35,Kids
2ce4f829-3,Worry idea class,Movie,2005,Documentary,PG,Beverly Wilkins,Canada,Hindi,2020-01-15,1.5,85.46,
a1264768-7,Technology including,TV Show,2013,Animation,PG,James Jackson,Japan,French,2023-02-21,3.6,139.42,Adult
f73547cc-4,We,TV Show,2006,Documentary,R,John Roberts,United States,English,2023-06-25,9.9,102.23,Adult
15615da9-6,Down too can issue,Movie,1980,Documentary,G,Lucas Kim,India,Korean,2024-11-27,7.4,11.76,Teen
e947c06b-d,Speak its region former,,2006,Action,G,Nina Smith,France,French,2025-08-10,8.8,222.52,All
96434d7a-2,Federal level agent,TV Show,2022,Horror,R,Kayla Rodriguez,Canada,Japanese,2023-02-02,8.9,195.67,Teen
03cd9704-d,I east east,Movie,2018,Documentary,G,Stacy Rogers ,United Kingdom,Hindi,2021-04-19,9.3,67.4,All
d289a74d-e,Radio team,Movie,2011,Sci-Fi,G,Claudia Webb,Canada,Spanish,2022-12-22,3.3,126.64,Teen
dc64a6de-7,Stay,Movie,1986,Action,G,Thomas Michael,Japan,French,2025-11-27,9.0,148.92,Teen
2f21cf30-5,Main age talk car,Movie,1988,Comedy,TV-MA,Taylor Suarez,United States,Hindi,2022-08-05,3.5,93.58,All
5d0c3dc2-e,Save ball your,Movie,2021,Documentary,PG,David Gray,France,English,2018-11-28,1.3,142.67,Teen
354be812-3,Body individual cultural,TV Show,1988,Romance,PG,Suzanne Barton,India,French,2018-09-08,5.8,51.59,Teen
dfa2ee88-c,Better yard well,TV Show,2018,Comedy,TV-14,Jeffrey Quinn,South Korea,,2025-11-07,7.0,258.44,All
db5e7d1d-1,Myself sign,Movie,1988,Animation,R,William Reese,France,French,,9.3,98.26,Kids
755f5ef1-d,Charge which,Movie,1989,Animation,PG-13,Erin Olson,Japan,Korean,2024-11-16,6.5,190.33,Teen
387afe26-5,The rich activity,Movie,2018,Sci-Fi,G,Kaitlin Stevens,Japan,English,2025-07-05,9.7,78.18,All
055cd874-4,Stuff own necessary,Movie,2001,Sci-Fi,R,Brenda Church,South Korea,Korean,2026-01-21,5.0,267.89,Teen
5a98e2bf-d,Old safe,TV Show,1998,Com3dy,PG-13,Sean Ortiz,Canada,Hindi,2024-08-25,1.1,243.92,Teen
acc45793-a,Author election,Movie,1981,Animation,R,Stephanie Lopez,Japan,Japanese,2025-03-20,8.0,246.3,All
1a4befc9-8,Above concern,Movie,1998,Animation,TV-14,Lisa Moon,Japan,English,2023-08-03,3.1,284.41,Adult
a6e8b76d-d,Choice baby say,TV Show,1990,Sci-Fi,G,Shawn Park,United States,Spanish,2023-10-17,5.4,148.65,Adult
460051af-5,Have report could,Movie,1988,Thriller,G,Kristina Smith,France,Korean,2020-09-30,2.1,94.19,Teen 
a55aabb1-a,Art as,Movie,2023,Comedy,PG,Judith Gutierrez,France,French,2023-03-31,5.1,216.93,Adult
aec9bde3-7,Bit,TV Show,1990,Documentary,G,Nicholas Ward,Japan,Korean,2019-12-31,4.9,5.54,Kids
94cd32d5-4,Office area interesting,TV Show,2021,Sci-Fi,,Natalie Cross,United Kingdom,Korean,2025-03-02,7.6,196.9,All
e3aa9841-5,Address change structure while,TV Show,2023,Thriller,TV-MA,Jasmine Baker,India,Hindi,2023-12-30,5.5,62.45,Adult
979ee010-9,Training improve,Movie,1999,Romance,PG-13,Justin Ho MD,Canada,Hindi,2024-10-08,3.3,24.77,Kids
072b6464-e,Effort statement save,TV Show,2010,Sci-Fi,R,Michael Parker,India,Spanish,2023-07-17,5.5,166.68,Teen
7b5da286-b,Sport painting,TV Show,2003,Sci-Fi,PG,Jennifer Cooper,Japan,Korean,2022-12-16,6.8,46.85,Adult
053ac558-6,Indeed mission change,Movie,1990,Thriller,PG,Ms. Erin Thompson,Canada,Hindi,2023-11-06,6.5,181.85,Adult
d141c7b3-4,Agree,TV Show,2021,Comedy,PG,Joshua Wilson,Canada,English,2022-09-25,6.9,8.47,Adult
25e685b4-3,Board land chance,TV Show,1990,Documentary,TV-14,Jamie Herman,Japan,French,2018-06-04,3.8,72.44,Adult
36711576-6,From raise group,TV Show,2003,Sci-Fi,PG-13,Teresa Gray,United States,Hindi,2023-01-24,6.7,248.99,Teen
93b7ed75-5,,TV Show,2009,Romance,R,Chris Gibson,Canada,English,2021-12-14,9.5,15.95,All
50915763-8,Executive,TV Show,1991,Drama,G,Jacqueline Nichols,Japan,Japanese,2022-05-10,9.0,264.31,All
e30b793a-3,Rock someone,Movie,2016,Horror,PG-13,Michael Hill,United Kingdom,French,2019-07-12,3.5,109.59,Adult
3450b42b-c,Television partner,Movie,1992,Sci-Fi,TV-14,Justin Middleton,France,Korean,2021-12-10,7.4,228.11,Teen
027968cc-9,Go economic value,TV Show,1986,Horror,TV-14,Brandon Chapman,South Korea,Korean,2023-08-01,5.4,169.09,Adult
dfbb8830-3,A hand respond,TV Show,2006,Romance,TV-MA,Dawn Hall,Canada,Korean,2023-02-15,2.2,217.64,Kids
1dd53d9f-7,Ago wall,Movie,2001,Thriller,PG,Natalie Cross,France,Spanish,2024-07-20,3.9,117.79,All
c202f049-3,Hour individual,TV Show,1984,Drama,TV-14,Jared Harris,France,Hindi,2018-03-14,4.4,157.75,All
2c1ee680-c,Show,TV Show,1983,Sci-Fi,R,Lisa Flynn,South Korea,Korean,2019-10-29,6.3,38.42,All
f35a1a2d-a,Unit second,Movie,1983,Documentary,PG,Justin Becker,France,French,2025-07-11,6.7,12.59,Adult
08dad041-5,Pay kid,TV Show,2012,Animation,PG,Ashley Gibson,United States,Hindi,2024-07-21,5.5,162.75,Kids
4fbbb589-2,Sure population try,TV Show,1981,Sci-Fi,PG,Sean Nelson,United Kingdom,Spanish,2025-07-15,6.8,41.37,Teen
0c55d131-c,Job consider,Movie,1991,Thriller,G,Arthur Estes DDS,Canada,Spanish,2026-01-27,8.3,188.33,Kids
29de8d12-5,Statement over since,TV Show,2022,,R,Jennifer Cooper,France,Spanish,2019-10-02,5.5,264.56,Teen
34c98b22-5,Different range stay,Movie,1980,Action,G,Dr. Nicole Hamilton,United States,English,2019-03-12,2.2,280.05,Kids
8a44b5ed-8,Today sing common,Movie,2015,Comedy,TV-MA,Laurie Williams,South Korea,English,2021-09-16,2.8,94.16,Teen
8c8d8ec9-0,Civil just,TV Show,1998,Sci-Fi,G,Michael Davis,India,English,2018-04-30,2.6,69.3,Teen
9d348c52-1,Show our sound generation,TV Show,1983,Sci-Fi,G,Andrew Hicks,Canada,French,2021-03-08,1.1,238.6,Teen
5a5210d1-8,Food site,Movie,1987,Romance,G,Suzanne Barton,Japan,Korean,2024-09-30,9.2,97.46,All
305e9d18-e,Part too,TV Show,2024,Documentary,TV-MA,Michael Hancock,Japan,Spanish,2018-05-12,1.3,273.77,All
4edb6358-6,Dark morning,Movie,1990,Horror,TV-MA,Joshua Miller,Canada,Korean,2023-03-03,9.1,251.32,All
b4a2fbd8-6,More why,Movie,2019,Action,PG,Lauren Marshall,South Korea,Spanish,2019-11-02,9.0,119.36,Adult
1cca7204-2,Wife give resource,TV Show,2004,Animation,PG,Madison Payne,United Kingdom,Spanish,2020-05-08,5.9,27.93,Adult
0d6bf66c-4,Rather mission window artist,TV Show,2007,Animation,PG,Claudia Webb,United Kingdom,Korean,2021-10-24,3.8,244.86,Adult
2e57837f-d,Nor home now,TV Show,1999,Drama,TV-14,Yesenia Morris,Japan,French,2020-04-04,2.6,162.85,Adult
c65f93a4-7,Nor,Movie,2000,Thriller,G,Scott Lee,India,English,2024-01-21,7.8,201.3,All
39345749-b,Crime painting officer,Movie,2002,Thriller,R,Stephanie Oneal,India,English,2021-12-25,6.0,208.93,Kids
1e2863f6-d,Minute without report sell,TV Show,1991,Thriller,PG,Elizabeth Pope,United States,Japanese,2024-06-26,6.9,132.83,Adult
68d1884e-f,Peace might dog,TV Show,1996,Animation,R,Mr. Daniel Kelley III,Japan,French,2023-01-12,7.2,57.72,Teen
69258375-d,Call Congress cultural,TV Show,1982,Drama,R,Justin Mitchell,Canada,French,2021-02-14,,52.76,Teen
e75e961b-8,Ability blood want,TV Show,2002,Animation,G,Beverly Johnson,United Kingdom,French,2019-11-22,5.4,27.09,Adult
3143d346-0,Ability public,TV Show,1991,Drama,G,Elizabeth Gutierrez,France,Japanese,2021-06-09,2.0,259.75,Kids
bf95c634-f,Card without,Movie,2023,Drama,PG,Jason Richard,India,English,2022-10-06,4.3,282.55,Teen
7c36ba20-b,Collection important agent,TV Show,1995,Romance,PG-13,Michael Johnson,India,Korean,2019-03-16,4.7,119.66,All
834ef517-a,Wrong yard,Movie,2022,Documentary,PG-13,Dana Rowe,South Korea,Korean,2025-05-14,9.8,198.35,Kids
91c5ac5c-4,Upon me could,TV Show,2023,Comedy,R,Andrew Silva,South Korea,Hindi,2019-07-04,1.6,138.95,Teen
d0c90a80-2,Space music kitchen,Movie,1986,Thriller,R,James Jackson,India,Korean,2022-10-16,2.4,69.26,Adult
3af8e2c3-e,Large fall,Movie,1989,Documentary,TV-MA,Regina Allen,Canada,English,2025-09-30,6.0,262.22,All
5796fa4b-9,Himself rest,Movie,2009,Documentary,R,Jesse Gonzales,South Korea,Hindi,2021-03-29,7.9,64.17,Kids
e10c02e4-9,World student,Movie,2002,Comedy,PG,Mr. Edwin Rose,France,English,2025-03-02,5.5,17.22,Adult
27c3f395-9,Campaign head,Movie,2004,Romance,PG-13,Kathleen Rodriguez,United States,Spanish,2018-02-19,3.7,117.09,Kids
68601569-2,This administration,TV Show,2003,Sci-Fi,R,Sydney Woods,United Kingdom,Spanish,2021-06-20,3.9,95.66,All
ad1c9403-a,Daughter,TV Show,1997,Drama,R,Justin Holt,United Kingdom,Spanish,2025-08-05,8.9,248.53,Teen
8b769ef6-9,Feeling reach,TV Show,2008,Sci-Fi,R,Rhonda Turner,United Kingdom,Korean,2018-12-09,7.1,96.51,All
8e0e792a-9,Week speech,TV Show,1980,Documentary,G,Robert Moran,Japan,Korean,2022-04-23,7.8,232.19,Adult
d7018021-9,International lawyer leave,TV Show,2020,Romance,TV-14,Kyle Davis,South Korea,Hindi,2019-01-09,3.0,277.93,Teen
ed1b3b13-5,Cause production,Movie,2018,Sci-Fi,TV-MA,Kristina Cook,Canada,Hindi,2022-01-27,3.1,213.55,Teen
b7856724-6,Meeting,TV Show,2007,Sci-Fi ,G,Daniel Goodwin,United Kingdom,Japanese,2023-03-09,6.6,,Adult
a10720e7-b,Owner attack anyone,TV Show,1991,Drama,PG,Teresa Gray,Japan,French,2020-08-29,7.5,97.87,Teen
e374395f-8,Matter road agency,TV Show,1999,Sci-Fi,G,Nicholas Jones,Canada,Spanish,2022-10-27,3.4,227.71,All
75e7cfcb-3,Child kitchen,Movie,2016,Romance,TV-14,Alicia Hamilton,Canada,French,2022-10-18,5.0,295.44,All
5b5e0e09-4,Add body,TV Show,2010,Action,G,Ryan Cook,South Korea,Korean,2019-11-03,5.2,159.99,Adult
ecd80b63-a,Around operation stop,TV Show,1986,Drama,R,Katherine Jackson,Japan,French,2024-04-18,5.2,51.19,Teen
07d629f9-9,Seven away,TV Show,2004,Drama,R,Stephanie Oneal,South Korea,English,2023-12-13,9.4,266.28,Kids
d2b09bbe-9,Break region,Movie,1984,Horror,PG-13,James Hernandez,United Kingdom,Spanish,2023-10-22,1.5,76.71,Kids
0301c307-0,Agreement his reflect property,Movie,2007,Animation,R,Travis Gonzalez,France,English,2021-01-09,2.2,225.47,Adult
14060f0f-0,Within until,Movie,1987,Drama,PG,Jonathan Jones,United Kingdom,French,2021-10-16,6.1,158.99,Teen
b7d219de-e,Shoulder seem more,Movie,1985,Comedy,,Miguel Blair,Japan,Spanish,2018-08-31,5.4,177.49,All
491851c3-6,Might father fear,Movie,1983,Action,TV-MA,Nicole Brown,Japan,French,2018-08-22,5.9,57.38,Adult
c83fad40-7,,TV Show,1987,Comedy,PG,Cindy Craig,Canada,French,2021-01-22,1.3,257.95,All
047ccc57-d,Billion hand,Movie,2016,Sci-Fi,R,Amanda Simpson,Japan,Korean,2024-04-10,5.4,190.5,Adult
0d290b55-2,Live all possible,TV Show,2022,Romance,PG,Michelle Watson,United States,Spanish,2022-10-28,6.2,87.59,Adult
4476b410-1,Plant box two,Movie,1991,Thriller,TV-MA,Steven Taylor,India,Korean,2023-10-24,2.1,25.66,Kids
da4b726c-9,Election face,TV Show,1983,Romance,PG-13,Timothy Knight,France,English,2018-03-17,9.6,135.98,Adult
812b9c47-d,Seat low south significant,TV Show,1991,Animation,R,Heather Adams,India,Korean,2020-09-06,4.6,162.25,adult
9acdcbd9-b,Industry eight,TV Show,2018,Comedy,PG-13,Judith Gutierrez,Canada,French,2023-08-20,1.4,111.36,Teen
fd17d28d-0,Force among bank,TV Show,2024,Horror,R,Lauren Anthony,United Kingdom,French,2020-09-02,8.9,179.43,Teen
b6738205-5,Require,TV Show,1982,Thriller,TV-14,George Johnson,France,Japanese,2020-08-19,5.2,218.38,All
b040f3d1-1,Relate future partner,TV Show,1984,Drama,PG-13,Lisa Mayo,United Kingdom,English,2020-05-01,6.6,211.83,Adult
6ac546a7-1,Skin often through,TV Show,1981,Sci-Fi,PG,John Moore,South Korea,Japanese,2018-08-28,5.6,135.15,Adult
