review_id,show_id,rating,sentiment,review_text,review_date
R17941,83623131-7,1.8,Neutral,,2022-08-11
R17942,4c8c1fbe-b,1.8,Negative,Talk answer space move design fly join guess usually it back ground.,2025-04-20
R17943,4264bbf3-c,5.0,Negative,Clearly player hour rock mention off fine movement.,2023-10-25
R17944,6452a449-e,1.3,Negative,Affect run collection rule loss realize perform service individual she cup bring life.,2022-10-15
R17945,8f3bcce5-7,2.4,Negative,Fund scientist such far leg clear whether sport run its option cup quite the.,2022-07-05
R17946,b27eb087-2,2.0,Neutral,Technology if computer parent provide say voice what account hope wonder ten.,2023-07-04
R17947,2e2578bc-5,1.5,Negative,Moment reach center performance when why pass important light term miss note occur skin hair agree.,2024-01-16
R17948,4e6956c0-7,4.0,Neutral,Tonight another stage trip current market writer ok collection public color level.,2025-12-19
R17949,5196132a-b,3.7,Neutral,Today because task out evidence easy each example body sell important rate.,2025-10-18
R17950,5f809952-f,2.2,Positive,Front name modern health coach authority threat writer military kind western control property page plan.,2023-10-18
R17951,2e0be61c-f,,Positive,Think while leader discussion central new three training poor situation.,2024-03-03
R17952,0872d806-c,4.8,Negative,Rule industry law occur dog shake yard care according event party.,2023-08-01
R17953,c5f33888-e,4.6,Neutral,Specific how mouth list special many room future from talk.,2023-04-26
R17954,48669df9-7,3.5,Neutral,,2022-10-15
R17955,379342e6-9,4.9,Positive,Address must audience nothing human seven beyond piece discussion account television man win election.,2025-08-29
R17956,9c5a3853-8,4.6,Positive,Cold big animal population know each meeting poor most population continue already cultural available.,2025-12-26
R17957,d2886f1c-9,1.4,Positive,Yourself heavy once his growth argue small Republican poor.,2022-07-21
R17958,091761c7-3,3.1,Negative,Hope garden five eye bit class stay born.,2023-05-23
R17959,1e6af647-5,1.1,Neutral,With agree herself tell than condition such do then high almost throw draw production stock.,2024-02-15
R17960,dfcb4dc8-0,3.8,Positive,Real left high get perform simply myself along win later.,2024-09-05
R17961,7521be3e-7,4.0,Positive,Red budget church professor provide number cost it let.,2022-02-19
R17962,946c90eb-c,2.8,Positive,Think total off street as sport actually actually federal special allow help natural daughter.,2024-10-23
R17963,06a29ba2-5,3.8,Negative,Throw foreign manage letter early put thousand ago food concern end.,2023-07-15
R17964,223f2be4-e,1.8,Positive,Fly concern city name laugh factor several control.,2024-01-18
R17965,4a75c1ed-6,2.6,Neutral,Structure up question wide measure difficult possible develop task for.,2023-09-04
R17966,f76124fc-3,1.4,Neutral,Sign continue whose particular success part by inside democratic leg lay certainly recognize.,2023-05-16
R17967,f5717c91-f,4.7,Negative,Minute computer lead beat old sense particular activity organization during stuff.,2023-01-31
R17968,2efd47d4-e,2.2,Negative,Wife sit act trade first I food nothing student rich lawyer market thing receive.,2024-11-05
R17969,6bb13a36-1,4.7,Negative,Feeling herself million western win end note home three start.,2022-04-12
R17970,6543f3cb-8,2.1,Neutral,Everybody trouble nor board out power write herself article improve data man.,2025-07-19
R17971,6728f324-0,3.5,Neutral,Say close tonight politics individual job central building figure.,2023-10-28
R17972,9b300ec0-5,4.0,Neutral,Determine public painting south career company couple.,2023-03-11
R17973,69750047-3,2.5,Neutral,Claim me feel morning let Mr himself skill.,2024-07-03
R17974,011df311-3,2.0,Positive,Apply effort article weight art order movie clear partner during feeling instead turn.,2024-09-11
R17975,fb5b235d-0,4.9,Negative,Each stay laugh story follow child debate standard within activity.,2023-07-04
R17976,516813f1-3,4.0,Negative,Stuff science a myself rock training book car listen agreement seven there couple professional before water.,2025-11-26
R17977,6f25aae8-9,2.9,Positive,Quality difference more science thought arrive of Mrs show fund sound very else.,2023-02-14
R17978,839c19d2-4,4.9,Negative,Career ball perhaps citizen understand close that according set would appear black message policy these discover.,2022-08-22
R17979,98c22804-9,2.7,Positive,Woman despite strategy upon money to building herself.,2024-08-03
R17980,24ff992a-c,4.0,Positive,Buy cause product consider ahead property agent.,2024-06-25
R17981,a6d68e46-b,2.6,Negative,Help rate available as may ahead general side everything protect quite physical lawyer four build.,2022-05-16
R17982,7dc6f218-7,3.9,Neutral,Prove identify mention tax thus according rule also.,2022-11-10
R17983,cc9d7b9e-6,4.3,Positive,Exactly agreement system energy house responsibility question until nature.,2022-05-28
R17984,191e1f9f-9,1.0,Negative,Second common star wonder three reveal research worry chance loss learn leave meet who baby.,2022-05-30
R17985,900d704a-4,4.7,Negative,Article yes worker reveal other section interview catch business dinner owner about human seat.,2024-11-08
R17986,8405f35a-5,3.4,Neutral,Only audience gun safe realize street police.,2025-01-17
R17987,33b1de78-c,4.2,Positive,Must national read firm animal miss compare network site sure successful huge campaign away.,2023-11-29
R17988,7748cae4-e,1.4,Neutral,Talk organization condition challenge professional impact wonder term per do for model build model put by.,2023-09-21
R17989,3a94bcff-2,5.0,Neutral,Care himself we bring total whom brother once city church coach although throw meet.,2022-02-15
R17990,3516ba9e-6,4.3,Neutral,Story score else price image sister with on very human rock type.,2023-09-03
R17991,188b3eaf-3,2.8,Positive,Single table time want although again almost course save first even process employee far like.,2024-09-24
R17992,0e0afa61-b,2.0,Neutral,Place responsibility wait door line thank organization bit plan.,2024-12-17
R17993,17c11aed-e,1.9,Negative,Involve claim town buy management kind brother space even order nothing receive suddenly all.,2025-05-30
R17994,8f418ad3-e,4.3,Negative,Place know family employee now participant art ability short market soldier.,2024-02-24
R17995,d5303d49-4,3.4,Positive,Hundred operation country one old arm painting really direction man firm region talk.,2022-09-16
R17996,9d1677a0-b,3.2,Positive,Training person think concern voice family continue not growth.,2024-12-13
R17997,1d6e6306-1,3.5,Positive,Either push south recent young action fish from down ready like although cover pay.,2025-11-30
R17998,f09adfee-a,3.2,Positive,Through many hospital over fly year lawyer production single to figure know exactly radio.,2024-03-30
R17999,949a7043-9,2.2,Positive,Role eat imagine by next administration travel south cold line also action value once.,2023-07-05
R18000,c5ca5349-d,4.4,Negative,Everything everything old middle information special ever simple life sign prepare everyone sport hear win.,2024-10-26
R18001,c8136788-5,3.8,Positive,Arrive court head edge key explain wide room check themselves family wonder adult interest.,2023-12-02
R18002,c56172fc-7,1.7,Negative,Various throughout charge night property lay up high situation attack.,2024-07-17
R18003,707d38a7-5,3.1,Negative,On just body reason these a across part society such.,2023-01-07
R18004,0463a651-9,3.0,Neutral,Foot cell then fact certainly never side attorney successful eye.,2023-05-29
R18005,c81dec26-9,1.2,Positive,Level song edge catch try attention toward apply gun professor ten store lay best.,2024-05-09
R18006,de579ac8-9,3.0,Negative,Fill nearly stay food owner sell threat such lot because car quality section.,2025-08-12
R18007,5bc9d144-4,3.3,Positive,Send strong record catch growth American consider any boy commercial cover color.,2025-01-24
R18008,c62cc5c0-4,1.2,Positive,Hospital admit fill cell inside hair sister world watch.,2025-08-11
R18009,c174fe3b-5,1.4,Negative,Wife determine mean shake approach body trip happy responsibility hot hospital already begin right act change.,2023-02-20
R18010,c9786463-e,4.8,Negative,Environment small quality cut within air deep final cover third effect television make role.,2024-09-02
R18011,b657c5fa-c,1.6,Negative,Network face support try your citizen she keep product house bring language baby reveal prove.,2024-05-06
R18012,8b453dec-b,4.2,Neutral,Protect police its include special discuss industry.,2023-09-08
R18013,e60b16ca-9,1.3,Positive,Remain apply fly respond phone stand simply least laugh.,2024-02-23
R18014,b192aa5a-5,2.4,Positive,Affect almost remain real already certain professional pattern leg join culture Mrs job staff.,2024-06-24
R18015,b3e5f4da-c,4.6,Positive,Suddenly network employee such out paper service.,2023-08-18
R18016,7018c7cb-4,1.3,Negative,Deep maintain quite choice this guess character either meet street product page yet.,2022-08-02
R18017,6b71c91f-b,4.4,Negative,Skin voice machine western throughout evidence word plant hundred will price.,2023-06-12
R18018,049021bb-3,1.6,Negative,Easy pick sea development for write name can enter man.,2023-11-27
R18019,61553a3b-6,2.7,Neutral,Seat ground language mind clear machine military meeting door especially see interview.,2024-11-16
R18020,f7c8ecb0-2,1.4,Positive,Surface adult page seek ask win treat within pretty relationship perform sport race.,2024-10-20
R18021,71ba0458-9,4.7,Positive,Market perform big control child compare organization kind letter film bank focus even.,2024-01-20
R18022,7f02652a-2,4.0,Negative,New debate score stay political any system myself meet upon discussion contain policy several small onto.,2023-12-26
R18023,15894362-e,3.9,Neutral,Any help fall consider both close western way much four walk technology practice place.,2025-06-04
R18024,35fc42fc-3,2.6,Neutral,Moment week movement create yet still suddenly difficult develop item.,2023-05-11
R18025,000e3dee-f,2.4,,Cup trade international already kid push right simply poor fund tax face born represent also.,2026-02-07
R18026,73d635b6-4,3.1,Positive,Plant only law study care me create wear.,2022-04-08
R18027,d965082f-9,1.5,Positive,Prepare modern dark eye report second rise once reveal see.,2023-04-13
R18028,f5cbe735-f,3.3,Positive,Boy method firm way imagine study seat test smile.,2024-01-05
R18029,4c27b64d-b,1.3,Positive,Evening experience its chair travel history PM I cause serious amount eat pay word near.,2023-04-18
R18030,1b2ffff8-1,,Negative,Environment agreement way security clearly near along city other technology speech girl turn thus everyone about.,2022-08-25
R18031,242573e8-1,2.4,Positive,Responsibility tough official reality ball while local miss radio eat group specific member share consumer.,2025-07-24
R18032,dffe622a-b,3.8,Positive,Never medical high rise pressure drug happen prepare worry.,2024-12-25
R18033,d2330f9c-0,3.7,Positive,Manager suddenly fly why threat box move image color meeting notice Mrs magazine offer arm organization.,
R18034,2765ad22-d,4.8,Negative,Rock likely watch day social write yard nothing senior knowledge indeed.,2026-01-23
R18035,40f2162e-9,4.9,Positive,World defense whether science care four whom attorney board hospital radio southern doctor.,2022-07-05
R18036,eaafede8-6,1.7,Positive,Sea build relate throughout local house real work condition.,2025-08-03
R18037,7eee7c34-2,3.7,Positive,Look reach return of trade well body lawyer pressure property world care necessary yet fear.,2026-01-06
R18038,ec243bb5-5,2.8,Neutral,Role claim low second morning positive discussion.,2024-11-22
R18039,9272b415-b,3.6,Negative,Decade continue spend everything compare two many perhaps just everything difference wrong site relate.,2024-09-15
R18040,,1.8,Negative,Cause bit least lay never but no step character maybe available name care will carry above.,2022-06-23
R18041,9f0dfad7-a,3.0,Positive,Listen agreement white push have same let bed.,2025-08-27
R18042,faf6c818-f,3.1,Positive,Financial evidence you Mr population television meeting state without point think common cold protect question.,2025-01-08
R18043,8ad82838-d,3.6,Positive,Task think finally face environmental up reason plant floor house prevent teacher argue matter.,2023-06-29
R18044,a1dfb28c-1,2.3,Negative,Attention word throughout sort our establish special which finally per we center purpose decade.,2024-02-16
R18045,6e0ec0fa-9,5.0,Neutral,Care area third minute lot speech soon order between defense away every reflect lawyer perhaps.,2025-03-02
R18046,ac7c4c74-f,2.8,Negative,Arm return majority professional wide game ok candidate attorney.,2022-07-06
R18047,3986cbd4-9,3.6,Positive,What plan different respond none small skin exactly without medical much generation there society law.,2022-11-14
R18048,829adc73-a,2.2,Positive,Hotel quickly director before detail rate thus point street food.,2023-07-13
R18049,63753c1e-3,1.4,Negative,Effort modern travel live war color particular once about.,2024-10-12
R18050,320c9f48-4,3.5,Negative,President concern service leg eye yeah see product.,2025-06-05
R18051,2a0afa73-7,2.5,Positive,Civil police make four drop degree push house city major.,2022-08-31
R18052,02737fd9-a,4.5,Negative,State soldier majority effort method bed country simple.,2025-07-05
R18053,d7799bfb-6,2.0,Positive,Individual front smile five for red her form cultural too necessary area.,2024-03-19
R18054,2f191f4a-d,3.8,Neutral,Son certain make Republican change third religious production visit with experience surface.,2025-10-28
R18055,882735bd-c,1.7,Neutral,Task police later western would middle feeling feel deal assume approach certainly development total goal.,2022-11-29
R18056,c0472d51-0,1.3,Positive,Human section tend our address news minute beyond like receive per pay despite spend computer.,2023-06-04
R18057,d7a0bbf0-f,5.0,Neutral,Executive together continue home or girl least sure suggest employee number leg to direction.,2022-05-10
R18058,9929c6ce-b,2.0,Negative,Gas approach true peace develop both return coach town decision world.,2024-10-09
R18059,62112ab0-a,4.6,Positive,Walk thousand within magazine ever fill word international see recent.,2025-03-18
R18060,ac175e99-4,3.5,Positive,Crime talk drug unit talk keep situation policy.,2022-08-24
R18061,aa9c5fac-a,3.9,Neutral,Moment possible according per since forget party very change.,2022-05-11
R18062,014df6ca-1,2.9,Negative,Need home their office star he within learn drug carry realize common situation.,2022-05-26
R18063,043606e2-b,3.7,Negative,Commercial where today anything quite news common write commercial too field scientist property need need serve.,2022-02-23
R18064,99532f01-9,1.9,Positive,Work set discover center herself although control represent free notice science conference Republican offer today big.,2022-10-28
R18065,d48e522b-9,3.0,Neutral,Room return nothing as by business after stock after.,2025-06-21
R18066,2627a11d-0,3.9,Positive,Room about allow education inside fast leader try approach politics season measure cut together eight find.,2022-05-22
R18067,9d9df645-2,4.8,Negative,Miss often for sport mother social want senior pay improve watch ground upon pattern current.,2022-07-18
R18068,cb140269-1,4.0,Positive,Happen unit during do call stock matter better case.,2025-05-17
R18069,86027a12-f,4.5,Neutral,Center rock interview site near maybe itself her along fine notice it bar.,2024-05-10
R18070,a4f6a001-d,3.4,Positive,May friend party represent capital instead expect over couple money.,2022-12-18
R18071,63c353f6-1,4.1,Positive,Note however measure idea mouth word condition black discussion as writer according authority manage force world.,2022-10-12
R18072,00205678-f,2.8,Negative,During team through investment fight what staff score.,2024-04-25
R18073,64dafc36-2,2.6,Neutral,Keep forget dog rate expert though specific right do believe return live eye challenge.,2024-02-03
R18074,f207375a-c,3.5,Positive,Always recognize store billion red number do thus fight win analysis.,2022-09-02
R18075,49c63243-3,2.8,Negative,Population say poor cultural back less campaign gun.,2023-03-17
R18076,6972df7e-c,2.5,Positive,Catch least both discuss situation have strategy explain.,2022-11-04
R18077,1ef4bcbd-e,2.3,Neutral,Phone bad million guess everybody Mr discussion ability majority glass hope effect.,2024-10-21
R18078,98c5be37-b,3.9,Negative,Scene letter accept note every pay single movie bar decision.,2023-10-22
R18079,a4bf9623-1,1.5,Neutral,Type green statement me involve late force reach nature price player fast.,2022-04-27
R18080,723fe42f-5,2.1,N3gativ3,Us run health travel generation treat discover quality far wide nor news.,2023-12-11
R18081,e5bafca1-5,2.2,Positive,Collection lawyer cultural mean than teach staff research single with though want smile begin.,2025-05-10
R18082,6f4305d9-8,4.0,Positive,Land specific national dog design citizen activity sell design future simple test.,2023-11-29
R18083,4a864888-8,4.6,Negative,Wonder role wish want network blood cover truth American however safe language character law question poor.,2024-05-27
R18084,05d66ac5-d,3.1,Neutral,Growth three interest media reflect voice size since market return establish learn single exactly.,2023-10-27
R18085,4e364769-f,4.6,Neutral,Goal range way economic computer after help spring term reveal ability reveal.,2024-03-15
R18086,c73b687b-1,3.4,Positive,Again reveal pressure establish interview purpose old despite possible create yet ready year region letter.,2025-10-04
R18087,6c2eeb59-9,3.8,Negative,Individual step garden land word nature true treat fill of.,2023-11-16
R18088,9633aed0-9,1.3,Negative,Occur bag discover top likely bring song as good fine consider blood guy.,
R18089,4406930d-5,2.1,Negative,Hear do view easy listen difference start person seat popular call television series evening.,2025-01-10
R18090,d0e9289d-2,4.8,Negative,Dog organization firm owner bill physical enter collection see treatment hospital.,2022-02-21
R18091,1e3680b4-d,4.3,Neutral,Apply stock animal difference class firm national human film walk.,2024-08-08
R18092,a3f99ad3-0,3.9,Negative,Information though even material real president class white.,2022-09-29
R18093,1c2516e5-6,1.2,Positive,Court away plant fill attorney able happen history certain capital should.,2022-08-31
R18094,9f74168c-a,2.6,Negative,Want check under fact issue material difficult open than organization traditional degree.,2023-05-18
R18095,99ecce30-a,4.7,Neutral,Next fact onto together chair break candidate as loss money.,2022-12-12
R18096,794ac542-9,1.3,Negative,Guy sign public ready strong concern note offer single.,2024-08-18
R18097,0ae9c87f-e,2.2,Negative,Past talk nature live indeed significant movement.,2025-06-22
R18098,234f2ff4-b,3.9,Neutral,Similar health Mr particular bring question small turn Democrat establish moment suddenly possible agent.,2022-03-25
R18099,54f95a5c-7,2.3,Negative,Blood both Mrs we size kitchen local safe official bring contain about American tree.,2025-04-01
R18100,3078003c-2,3.1,Neutral,Mind bring defense benefit someone agreement table career lawyer decision act.,2025-09-22
R18101,a57b801e-f,3.3,Negative,Green score race degree structure begin low impact wear include fish follow why system treat.,2023-07-13
R18102,d706b0bf-5,3.5,Negative,Art he magazine hotel loss their team herself month prepare whatever form upon everything general.,2025-06-06
R18103,5a589690-8,3.1,Neutral,Event according shake city let generation before century.,2022-12-25
R18104,e1dee529-8,4.9,Negative,Pressure man face well administration sport room air.,2022-10-18
R18105,9d692380-2,1.9,Positive,Page hit eye example project administration practice.,2025-02-11
R18106,f428bf13-c,3.8,Negative,Sister consider arrive add blood join send campaign fly age.,2022-03-18
R18107,f4e7a007-6,2.0,Negative,Assume type dream possible hope mission tree whether perhaps use there.,2024-09-13
R18108,63d48414-0,2.7,Negative,Go image picture us reach challenge tough.,2022-08-22
R18109,d534454e-c,2.0,Negative,Main fund response direction left less we.,2024-06-04
R18110,69967cf6-5,1.0,Negative,Husband top open environmental crime go unit hospital push late sign.,2025-07-04
R18111,fa4ba8ad-2,2.1,Positive,Research surface young individual front line mind my economic because century rest consumer.,
R18112,f385cc6c-2,1.9,Neutral,Card yourself goal chance administration center despite administration country.,2026-01-18
R18113,48a0f66a-e,2.2,Neutral,Tend pressure represent system loss only weight very those early rich.,2023-04-22
R18114,556bfd32-8,1.3,Neutral,Memory relationship yet close season home however bad maintain information thought anyone science.,2023-04-14
R18115,57109028-7,4.0,Negative,Black treat charge concern direction boy if evening side.,2023-07-22
R18116,cbc4cb33-f,,Negative,Poor cold top its whatever certainly early apply wrong card project believe hand along investment.,2026-01-17
R18117,33ec002f-0,3.4,Positive,Responsibility western husband situation hold plant cost add project.,2025-07-03
R18118,07b435c4-d,2.9,Positive,Anyone five west shoulder huge ask really ability cost recently.,2022-08-30
R18119,6874f6de-d,2.3,Neutral,Kid black then each use while road.,2022-12-01
R18120,c83a5fe6-5,3.9,Neutral,In group amount land seek house they blood hit election until process long environment.,2025-03-09
R18121,e3d1ae6a-7,4.2,Neutral,Cell present coach tough once guy glass.,2024-08-09
R18122,0f2e3966-1,1.7,Neutral,Chance two white recent against ten whether by environmental idea news carry property learn.,2023-09-07
R18123,ca2e5214-4,2.3,Neutral,Modern game threat father senior agree college of relate member assume share mouth child kind rule.,2024-09-26
R18124,01440762-b,4.4,Negative,Charge get read gun throw stand force oil analysis institution whether training.,2026-01-05
R18125,fca58e1a-9,1.0,Neutral,Success generation serve arrive campaign then personal place.,2022-07-21
R18126,b613c627-b,3.8,Negative,Career perhaps by even those certainly group side answer.,2024-06-07
R18127,f34a9ece-1,1.9,Neutral,Tonight force exactly official modern call still show possible single hour look resource society.,2022-09-11
R18128,25fe13ac-2,2.0,Positive,Deep major charge increase under authority road business everyone process argue already.,2024-02-14
R18129,0e4c1819-6,3.8,Neutral,High within action month least evening significant agree son.,2025-08-04
R18130,68f41e7e-2,4.2,Positive,Truth approach woman soon medical country rather report he soldier.,2024-09-05
R18131,bb6d774f-5,4.5,Positive,Expect performance hotel stock sport a ago.,2024-10-21
R18132,23b2a592-e,4.2,Positive,Radio must ground during news past upon several vote wonder compare.,
R18133,8b1e9ed3-3,3.6,Positive,What bag b3 l3tt3r n3twork d3sign w3ar proc3ss quality s3rious should tough.,2026-01-05
R18134,fa01dbd7-b,1.5,Positive,Participant still movie decade level conference side lead box true upon interest team.,2024-06-17
R18135,c2b62fab-8,1.2,Neutral,Partner behind quality safe term general image put argue.,2025-02-01
R18136,8399f9f8-5,3.7,Neutral,Eight might whom deep power fly point throw bar office forward what finish mind.,2022-11-12
R18137,cb763675-8,1.0,Neutral,Myself hour show take interest great power top other large base positive happy water popular.,2025-11-20
R18138,e08e5d1e-4,1.3,Positive,Player without stage page tend beautiful read form sure Democrat scene author interview through able.,2024-10-20
R18139,03137cf9-0,3.2,Positive,Say rather detail tonight almost along series paper special put do treat.,2024-04-02
R18140,0d5197d1-d,2.4,Positive,Save generation music paper him improve give experience woman such trip century successful argue decision.,2025-08-16
R18141,457ed264-d,1.9,Negative,Sure next doctor decade produce type north.,2023-12-16
R18142,9daf7f4f-8,1.8,Neutral,Able pressure note appear sell order gas someone section middle white.,2023-05-03
R18143,16eb3cc9-7,2.6,Positive,Anything son peace much ever next group spend require response few question matter fact.,2024-06-18
R18144,654882b9-d,1.8,Negative,Around business view assume different century suggest sea baby act visit might responsibility democratic candidate.,2023-09-03
R18145,f6ad9c00-b,3.7,Negative,Age heart every machine claim leave performance painting.,2022-06-28
R18146,49d8b199-3,3.2,Negative,View kind ready PM store production this door.,2024-10-07
R18147,a83c9b2e-b,4.7,Negative,Their let begin million add garden there decide here why whether.,2024-05-21
R18148,8f9b846c-d,4.5,Positive,Five agree feeling though no live light national air various life democratic off nor imagine.,2024-04-20
R18149,ab3d49c0-a,2.3,Positive,Song no instead our find sure somebody far.,2024-08-26
R18150,335090b8-5,1.7,Neutral,Science range play lay now build rock garden particular special on walk pretty everybody budget back.,2023-04-20
R18151,b94bc920-b,5.0,Neutral,Body test offer whole lose red hold education environment sport activity resource ahead us think dark.,2023-12-14
R18152,e1087902-7,2.0,Neutral,Avoid mean senior provide four deal check computer prevent wonder away south commercial conference sure.,2024-06-24
R18153,d8cd3aa7-7,1.2,Positive,Authority value it exist turn spring career Republican both lay relationship today computer too claim.,2025-04-05
R18154,09c22335-e,4.3,Neutral,Give eat computer clearly happy risk spring positive north.,2023-12-01
R18155,2f226988-2,4.7,Negative,College traditional matter mind main oil safe message industry next day section like tax I.,2023-04-03
R18156,13109e25-e,1.5,Positive,Allow spring without community guy structure TV magazine his meet use.,2022-10-04
R18157,f7f7e2aa-9,1.8,Positive,North organization camera buy apply list least within easy no instead source someone serious.,2022-09-06
R18158,b2c3d909-9,1.4,Positive,Direction open star purpose hundred join best.,2024-06-10
R18159,b728bd06-4,2.8,Negative,Door admit upon individual arrive TV situation class allow fly statement land kid.,2023-02-09
R18160,00171de0-5,2.5,Positive,Property guess would thousand alone agree up.,2023-03-14
R18161,840fe76d-d,1.5,Neutral,Become service never building protect view statement.,2022-12-15
R18162,f0f2d9ba-0,1.0,Neutral,Include member state or perform history agency kitchen.,2023-05-09
R18163,4eecadc9-b,3.1,Neutral,Direction indeed politics product by her position smile lay pull.,2025-03-03
R18164,6ebc59ef-0,4.6,Negative,General station senior total value such state American drug partner go whole physical.,2026-01-10
R18165,7b329ede-a,1.3,Neutral,Environment time use factor happy outside off message within response people memory letter beautiful recognize.,2023-06-05
R18166,5cc330d6-0,1.6,Negative,Require role loss thousand Democrat service kind nearly case.,2024-11-17
R18167,8d2d9fa2-1,3.2,Positive,Its book analysis staff enter hope better.,2023-10-27
R18168,8a78e9b3-e,,Negative,General land she bar glass blood can man newspaper safe government financial mention.,2024-10-29
R18169,c1a05aea-a,4.1,Negative,Music hold idea role positive have pattern evening worker appear site local form last civil.,2025-12-14
R18170,41b63c88-1,4.8,Negative,Begin do security do third both walk prevent father third.,2024-01-23
R18171,5cd06b02-f,2.3,Neutral,Side rule former between very management partner data across fine well president hospital area.,2025-05-11
R18172,0c255315-f,2.4,Positive,Either explain dream crime parent feel sure.,2025-06-04
R18173,b3d80b86-7,3.1,Negative,New wish growth artist before garden century among several apply they management agency can.,2024-04-16
R18174,3e6b2574-c,3.8,Neutral,City national small popular energy political discuss with cultural person.,2022-10-18
R18175,e186b1ea-a,2.5,Neutral,Others tonight book receive foreign stock analysis structure third choose material.,2024-10-12
R18176,7716596d-7,4.3,Positive,Edge long point fast article evening last need at me attorney think develop build.,2026-01-25
R18177,ecbed5d0-2,3.5,Negative,To him change apply field public light wait my dream rock through eat hour positive.,2024-08-03
R18178,ae9ee3e2-7,4.1,Negative,Spring carry ten stand create political choose fish.,2023-06-17
R18179,9852c45e-b,4.6,Negative,Others avoid unit strong think treat story do administration particular fight information body.,2023-11-06
R18180,09701839-b,2.9,Neutral,More spend step sense plan challenge pick.,2023-05-08
R18181,375eae68-7,4.4,Positive,Provide push something list story prove pull.,2025-12-15
R18182,f79945fa-a,1.9,Negative,Hit few laugh Republican space response technology thank standard north.,2025-11-07
R18183,51041482-f,3.0,Positive,Then animal culture her thing smile magazine beat prepare building mention perform across drop.,2025-03-26
R18184,b874a0fe-f,3.7,Neutral,Pm affect find voice face administration take culture various central expert health paper hundred.,2022-08-28
R18185,cb3aa6e7-3,2.1,Neutral,Almost low form factor ahead debate Mrs fast look how her shake.,2024-11-17
R18186,516c3463-3,1.2,Neutral,Single reflect foreign yeah method listen him range people sport business check nice.,2022-09-18
R18187,8daae13f-5,2.8,Negative,,2022-10-16
R18188,4189fa80-f,1.1,Neutral,Expert less word would population plan book particular realize about.,2024-11-29
R18189,b6e3799a-a,3.5,Negative,Particular really try speech growth blood check close nothing.,2025-07-22
R18190,9a5a2964-c,2.7,Neutral,Guess tree dream lead face speech science wear job heavy improve painting.,2024-04-23
R18191,0b68b567-9,4.9,Positive,Open price law drive many according deal two past full.,2023-12-27
R18192,24336551-a,3.2,Negative,like professor cover be guy we stop which same there week always.,2023-02-08
R18193,5d7782df-a,1.4,Neutral,Professor toward third tough whole a pull outside.,2022-07-11
R18194,ac30b441-2,2.2,Neutral,Goal democratic police road paper skill simply.,2023-10-14
R18195,1a53cf23-c,2.0,Positive,Trial big sell training study special see cup two though.,2025-04-15
R18196,be0736ff-9,1.8,Positive,Nothing get few control herself system recent through manage house able theory.,2022-08-29
R18197,c0fd916f-a,2.7,Neutral,Activity may could sea good hour response chance.,2023-09-18
R18198,cf14f8e7-2,2.4,Neutral,Star easy people laugh none other myself Mr do my oil kid station simple.,2023-02-24
R18199,2f524757-9,1.3,Neutral,Perform current military law city face then situation market suffer machine local best behind million.,2023-11-13
R18200,26135f0e-6,4.9,Negative,Area rest health animal very expect first may administration person take physical but.,2023-12-27
R18201,cacf553f-a,1.2,Negative,Character remember take word board until serious score yes rise.,2023-01-09
R18202,2282a4e6-e,4.5,Positive,Image ahead point above federal meeting attack rich perform notice down draw door.,2023-02-01
R18203,74a50255-d,3.3,Negative,Leader sometimes night side management prepare all.,2022-07-23
R18204,4c5bba4c-5,4.9,Negative,Process nation history blood article budget nearly.,2022-06-19
R18205,21a49584-1,4.1,Neutral,Measure defense development hard line head professional step year mission institution student.,2023-12-10
R18206,75e98930-2,2.2,Negative,Today old federal focus fast answer draw TV yes.,2025-10-27
R18207,5220e254-7,2.5,negative,Room affect current work else strategy which including build all audience heart.,2026-01-22
R18208,9d6b41b8-b,3.9,Neutral,Cell theory feeling order no leader who security action out notice event.,2025-12-07
R18209,bba6629c-9,3.3,Positive,Face your large bed state quality performance company TV suffer serious democratic.,2023-08-01
R18210,852924c9-d,2.0,Negative,Lawyer create science edge less may increase tree firm.,2022-05-16
R18211,efacbae8-a,3.3,Positive,Concern attorney option dog turn page system miss water as voice remain computer still stay.,2025-11-05
R18212,b6781ca6-b,1.8,Positive,Hair side officer forget grow technology station.,2024-02-03
R18213,ca8e6d1e-1,1.4,Negative,Lose quite natural issue act student into moment smile listen hear break training.,2023-05-10
R18214,447cc37e-a,1.8,Positive,Magazine just hotel cut memory woman stand force area reduce see deep control always current.,2025-04-11
R18215,741638eb-6,2.9,Neutral,Town happen miss two apply base everybody cost past assume cold example put where.,2025-11-10
R18216,00b2327d-5,4.6,Positive,Sense station seek rest garden laugh difference you war.,2026-01-20
R18217,200814c3-6,3.2,Negative,Area drug enter trial American sound born throw.,2022-12-24
R18218,a271f502-7,3.4,Positive,Yes off every soon fly general as air parent bill anyone although chair arm commercial.,2023-08-30
R18219,351573bc-3,,Neutral,Total act product concern big guy yourself company street.,2023-08-16
R18220,82009ccd-8,1.9,Neutral,Machine style note treat second program point ever reason simply system.,2022-06-12
R18221,7f0908da-e,4.6,Positive,Officer well six spring difference hotel successful management business yet design teacher.,2023-02-11
R18222,3a39a950-6,2.4,Negative,Identify sign pick wear detail a personal listen investment natural what away apply talk fall clear.,2025-12-24
R18223,1d178039-e,3.6,Negative,Provide memory view success big contain relationship effort culture.,2024-12-30
